Plan ID,Insurance Company,Plan Name,Age,Rating Area,Metal Level,Market Place,Non-Tobacco Premium,Tobacco Premium,Counties,Rating Area Centroid
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,47,Rating Area 7,Bronze,On,751.10,818.70,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,48,Rating Area 7,Bronze,On,785.70,856.41,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,49,Rating Area 7,Bronze,On,819.82,893.60,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,50,Rating Area 7,Bronze,On,858.26,935.51,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,51,Rating Area 7,Bronze,On,896.23,976.89,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,52,Rating Area 7,Bronze,On,938.04,1022.46,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,53,Rating Area 7,Bronze,On,980.32,1068.55,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,54,Rating Area 7,Bronze,On,1025.98,1118.31,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,55,Rating Area 7,Bronze,On,1071.63,1168.08,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,56,Rating Area 7,Bronze,On,1121.13,1222.03,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,57,Rating Area 7,Bronze,On,1171.10,1276.50,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,58,Rating Area 7,Bronze,On,1224.44,1334.64,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,59,Rating Area 7,Bronze,On,1250.87,1363.45,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,60,Rating Area 7,Bronze,On,1304.22,1421.60,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,61,Rating Area 7,Bronze,On,1350.35,1471.88,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,62,Rating Area 7,Bronze,On,1380.62,1504.88,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,35,Rating Area 2,Catastrophic,On,418.69,456.37,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,63,Rating Area 7,Bronze,On,1418.59,1546.26,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010011,Medica Insurance Company,Medica Insure Bronze HSA,64,Rating Area 7,Bronze,On,1441.65,1571.40,"Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","(43.08, -92.99)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,14,Rating Area 1,Catastrophic,On,268.93,293.14,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,15,Rating Area 1,Catastrophic,On,292.84,319.19,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,16,Rating Area 1,Catastrophic,On,301.98,329.16,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,17,Rating Area 1,Catastrophic,On,311.12,339.12,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,18,Rating Area 1,Catastrophic,On,320.96,349.85,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,19,Rating Area 1,Catastrophic,On,330.81,360.58,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,20,Rating Area 1,Catastrophic,On,341.00,371.69,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,21,Rating Area 1,Catastrophic,On,351.56,383.20,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,22,Rating Area 1,Catastrophic,On,351.55,383.19,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,23,Rating Area 1,Catastrophic,On,351.55,383.19,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,24,Rating Area 1,Catastrophic,On,351.55,383.19,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,25,Rating Area 1,Catastrophic,On,352.95,384.72,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,26,Rating Area 1,Catastrophic,On,359.99,392.38,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,27,Rating Area 1,Catastrophic,On,368.42,401.58,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,28,Rating Area 1,Catastrophic,On,382.13,416.52,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,29,Rating Area 1,Catastrophic,On,393.38,428.79,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,30,Rating Area 1,Catastrophic,On,399.01,434.92,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,31,Rating Area 1,Catastrophic,On,407.44,444.11,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,32,Rating Area 1,Catastrophic,On,415.88,453.31,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,33,Rating Area 1,Catastrophic,On,421.15,459.06,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,34,Rating Area 1,Catastrophic,On,426.78,465.19,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,35,Rating Area 1,Catastrophic,On,429.59,468.25,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,36,Rating Area 1,Catastrophic,On,432.40,471.32,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,37,Rating Area 1,Catastrophic,On,435.22,474.39,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,38,Rating Area 1,Catastrophic,On,438.03,477.45,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,39,Rating Area 1,Catastrophic,On,443.65,483.58,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,40,Rating Area 1,Catastrophic,On,449.28,489.71,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,41,Rating Area 1,Catastrophic,On,457.72,498.91,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,42,Rating Area 1,Catastrophic,On,465.80,507.72,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,43,Rating Area 1,Catastrophic,On,477.05,519.99,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,44,Rating Area 1,Catastrophic,On,491.11,535.31,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,45,Rating Area 1,Catastrophic,On,507.64,553.32,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,46,Rating Area 1,Catastrophic,On,527.32,574.78,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,47,Rating Area 1,Catastrophic,On,549.47,598.92,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,48,Rating Area 1,Catastrophic,On,574.78,626.51,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,49,Rating Area 1,Catastrophic,On,599.74,653.72,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,50,Rating Area 1,Catastrophic,On,627.86,684.37,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,51,Rating Area 1,Catastrophic,On,655.64,714.64,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,52,Rating Area 1,Catastrophic,On,686.22,747.98,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,53,Rating Area 1,Catastrophic,On,717.16,781.70,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,54,Rating Area 1,Catastrophic,On,750.55,818.10,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,55,Rating Area 1,Catastrophic,On,783.95,854.51,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,56,Rating Area 1,Catastrophic,On,820.16,893.98,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,57,Rating Area 1,Catastrophic,On,856.72,933.83,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,58,Rating Area 1,Catastrophic,On,895.74,976.36,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,59,Rating Area 1,Catastrophic,On,915.08,997.44,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,60,Rating Area 1,Catastrophic,On,954.10,1039.97,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,61,Rating Area 1,Catastrophic,On,987.85,1076.76,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,62,Rating Area 1,Catastrophic,On,1010.00,1100.90,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,63,Rating Area 1,Catastrophic,On,1037.77,1131.17,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,64,Rating Area 1,Catastrophic,On,1054.64,1149.56,"Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","(42.16, -93.6)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,14,Rating Area 2,Catastrophic,On,262.11,285.70,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,15,Rating Area 2,Catastrophic,On,285.41,311.09,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,16,Rating Area 2,Catastrophic,On,294.32,320.80,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,17,Rating Area 2,Catastrophic,On,303.22,330.51,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,18,Rating Area 2,Catastrophic,On,312.82,340.97,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,19,Rating Area 2,Catastrophic,On,322.41,351.43,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,20,Rating Area 2,Catastrophic,On,332.35,362.26,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,21,Rating Area 2,Catastrophic,On,342.64,373.47,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,22,Rating Area 2,Catastrophic,On,342.63,373.46,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,23,Rating Area 2,Catastrophic,On,342.63,373.46,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,24,Rating Area 2,Catastrophic,On,342.63,373.46,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,25,Rating Area 2,Catastrophic,On,344.00,374.96,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,26,Rating Area 2,Catastrophic,On,350.85,382.42,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,27,Rating Area 2,Catastrophic,On,359.07,391.39,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,28,Rating Area 2,Catastrophic,On,372.43,405.95,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,29,Rating Area 2,Catastrophic,On,383.40,417.90,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,30,Rating Area 2,Catastrophic,On,388.88,423.88,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,31,Rating Area 2,Catastrophic,On,397.10,432.84,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,32,Rating Area 2,Catastrophic,On,405.33,441.81,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,36,Rating Area 2,Catastrophic,On,421.43,459.36,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,37,Rating Area 2,Catastrophic,On,424.17,462.35,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,38,Rating Area 2,Catastrophic,On,426.91,465.33,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,39,Rating Area 2,Catastrophic,On,432.39,471.31,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,40,Rating Area 2,Catastrophic,On,437.88,477.28,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,41,Rating Area 2,Catastrophic,On,446.10,486.25,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,42,Rating Area 2,Catastrophic,On,453.98,494.84,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,43,Rating Area 2,Catastrophic,On,464.94,506.79,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,44,Rating Area 2,Catastrophic,On,478.65,521.73,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,45,Rating Area 2,Catastrophic,On,494.75,539.28,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,46,Rating Area 2,Catastrophic,On,513.94,560.19,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,47,Rating Area 2,Catastrophic,On,535.52,583.72,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,48,Rating Area 2,Catastrophic,On,560.19,610.61,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,49,Rating Area 2,Catastrophic,On,584.52,637.13,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,50,Rating Area 2,Catastrophic,On,611.93,667.00,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,51,Rating Area 2,Catastrophic,On,639.00,696.51,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,52,Rating Area 2,Catastrophic,On,668.80,729.00,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,53,Rating Area 2,Catastrophic,On,698.96,761.86,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,54,Rating Area 2,Catastrophic,On,731.51,797.34,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,55,Rating Area 2,Catastrophic,On,764.05,832.82,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,56,Rating Area 2,Catastrophic,On,799.34,871.29,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,57,Rating Area 2,Catastrophic,On,834.98,910.13,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,58,Rating Area 2,Catastrophic,On,873.01,951.58,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
93078IA0010013,Medica Insurance Company,Medica Insure Catastrophic,59,Rating Area 2,Catastrophic,On,891.85,972.12,"Dallas, Jasper, Madison, Marion, Polk, Warren","(41.52, -93.54)"
